Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Sex,JobLevel,JobRole,MaritalStatus,MonthlyIncome,Over18,OverTime,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
22,Travel_Rarely,Research & Development,3,1,Life Sciences,Female,2,Manufacturing Director,Married,4171,Y,Yes,4,3,3,2,0,2
41,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,1,Laboratory Technician,Divorced,2778,Y,Yes,10,1,7,7,1,0
28,Travel_Rarely,Research & Development,9,3,Medical,Female,1,Research Scientist,Divorced,2377,Y,No,6,2,2,2,2,2
39,Travel_Rarely,Research & Development,6,3,Medical,Male,1,Laboratory Technician,Married,2404,Y,Yes,8,2,2,2,2,2
27,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,1,Research Scientist,Single,2318,Y,No,1,2,1,1,0,0
34,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,1,Laboratory Technician,Divorced,2008,Y,No,1,3,1,0,1,0
42,Travel_Rarely,Sales,14,2,Medical,Female,2,Sales Executive,Single,6244,Y,No,10,6,5,4,0,3
33,Travel_Rarely,Research & Development,1,4,Other,Male,1,Research Scientist,Single,2799,Y,Yes,6,1,3,2,0,2
58,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,3,Healthcare Representative,Divorced,10552,Y,Yes,24,3,6,0,0,4
31,Travel_Rarely,Sales,7,4,Life Sciences,Male,1,Sales Representative,Married,2329,Y,No,13,2,7,7,5,2
35,Travel_Rarely,Research & Development,21,1,Life Sciences,Female,2,Healthcare Representative,Married,4014,Y,Yes,10,2,10,6,0,7
49,Travel_Rarely,Research & Development,8,2,Other,Female,3,Laboratory Technician,Married,7403,Y,No,29,3,26,9,1,7
48,Travel_Rarely,Research & Development,20,4,Medical,Male,1,Research Scientist,Married,2259,Y,No,13,2,0,0,0,0
31,Non-Travel,Sales,20,2,Marketing,Female,2,Sales Executive,Married,6932,Y,No,9,2,9,8,0,0
36,Travel_Rarely,Research & Development,7,4,Other,Male,1,Research Scientist,Single,4678,Y,No,8,6,6,2,0,1
38,Travel_Rarely,Research & Development,1,3,Technical Degree,Female,3,Research Director,Married,13582,Y,No,15,3,15,12,5,11
32,Non-Travel,Research & Development,1,3,Life Sciences,Female,1,Laboratory Technician,Married,2332,Y,No,5,3,3,0,0,2
25,Travel_Rarely,Sales,19,2,Marketing,Male,1,Sales Representative,Married,2413,Y,Yes,1,2,1,0,0,0
40,Travel_Rarely,Sales,10,4,Marketing,Male,3,Sales Executive,Divorced,9705,Y,No,11,2,1,0,0,0
26,Travel_Frequently,Sales,1,3,Medical,Male,2,Sales Executive,Single,4294,Y,No,7,2,7,7,0,7
41,Travel_Rarely,Research & Development,6,3,Medical,Male,1,Laboratory Technician,Single,4721,Y,Yes,20,3,18,13,2,17
36,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Laboratory Technician,Single,2519,Y,No,16,6,11,8,3,9
19,Travel_Rarely,Sales,21,3,Other,Male,1,Sales Representative,Single,2121,Y,Yes,1,3,1,0,0,0
20,Travel_Rarely,Research & Development,4,3,Technical Degree,Male,1,Laboratory Technician,Single,2973,Y,No,1,2,1,0,0,0
31,Travel_Rarely,Research & Development,12,3,Medical,Female,2,Healthcare Representative,Married,5855,Y,Yes,10,2,9,7,8,5
40,Travel_Frequently,Research & Development,9,4,Medical,Male,1,Research Scientist,Divorced,3617,Y,Yes,3,2,1,1,0,0
32,Travel_Rarely,Research & Development,3,4,Medical,Female,2,Manufacturing Director,Married,6725,Y,No,8,2,8,7,6,3
36,Travel_Rarely,Sales,3,1,Life Sciences,Male,3,Sales Executive,Married,10325,Y,Yes,16,6,16,7,3,7
33,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,2,Healthcare Representative,Single,6949,Y,No,6,3,5,0,1,4
37,Travel_Rarely,Sales,1,4,Life Sciences,Male,3,Sales Executive,Married,10609,Y,No,17,2,14,1,11,7
45,Non-Travel,Research & Development,4,2,Life Sciences,Male,2,Laboratory Technician,Married,4447,Y,No,9,5,9,7,0,8
29,Travel_Frequently,Sales,20,3,Technical Degree,Female,1,Sales Representative,Married,2157,Y,No,3,5,3,1,0,2
35,Travel_Rarely,Sales,18,3,Medical,Female,2,Sales Executive,Married,4601,Y,No,5,3,5,2,1,0
52,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,4,Manager,Married,17099,Y,No,26,2,9,8,7,8
58,Travel_Rarely,Research & Development,2,3,Technical Degree,Male,1,Research Scientist,Single,2479,Y,No,7,4,1,0,0,0
53,Travel_Rarely,Sales,2,2,Medical,Male,4,Manager,Divorced,14852,Y,No,22,3,17,13,15,2
30,Travel_Rarely,Sales,8,2,Other,Male,3,Sales Executive,Divorced,7264,Y,No,10,2,8,4,7,7
38,Non-Travel,Sales,10,3,Technical Degree,Female,2,Sales Executive,Single,5666,Y,Yes,6,1,5,3,1,3
35,Travel_Rarely,Sales,3,4,Life Sciences,Male,3,Sales Executive,Divorced,7823,Y,No,12,2,10,9,0,8
39,Travel_Rarely,Sales,2,5,Life Sciences,Male,3,Sales Executive,Single,7880,Y,No,9,3,8,7,0,7
40,Non-Travel,Sales,24,3,Life Sciences,Female,4,Sales Executive,Single,13194,Y,Yes,22,2,1,0,0,0
47,Travel_Frequently,Research & Development,16,4,Medical,Male,2,Manufacturing Director,Divorced,5067,Y,Yes,20,3,19,10,2,7
36,Non-Travel,Sales,8,4,Technical Degree,Male,2,Sales Executive,Divorced,5079,Y,No,12,3,7,7,0,7
31,Non-Travel,Research & Development,9,2,Medical,Male,1,Research Scientist,Single,2321,Y,Yes,4,0,3,2,1,2
33,Non-Travel,Sales,17,3,Life Sciences,Male,4,Manager,Single,17444,Y,No,10,2,10,8,6,0
29,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,1,Research Scientist,Single,2404,Y,Yes,3,5,0,0,0,0
33,Travel_Rarely,Research & Development,13,1,Life Sciences,Female,1,Research Scientist,Single,3452,Y,No,5,4,3,2,0,2
45,Travel_Rarely,Research & Development,1,4,Medical,Female,1,Laboratory Technician,Divorced,2270,Y,No,8,2,5,3,0,2
50,Travel_Rarely,Research & Development,1,2,Medical,Male,4,Research Director,Divorced,17399,Y,No,32,1,5,4,1,3
33,Travel_Frequently,Research & Development,1,4,Other,Female,2,Healthcare Representative,Married,5488,Y,Yes,6,2,6,5,1,2
41,Travel_Frequently,Research & Development,9,3,Medical,Male,5,Research Director,Divorced,19419,Y,No,21,2,18,16,0,11
27,Travel_Rarely,Research & Development,16,4,Technical Degree,Female,1,Laboratory Technician,Married,2811,Y,No,4,2,2,2,2,2
45,Non-Travel,Research & Development,23,2,Life Sciences,Male,2,Laboratory Technician,Married,3633,Y,Yes,9,2,9,8,0,8
47,Travel_Rarely,Sales,4,2,Life Sciences,Female,2,Sales Executive,Single,4163,Y,Yes,9,0,9,0,0,7
30,Travel_Rarely,Research & Development,22,3,Life Sciences,Female,1,Research Scientist,Married,2132,Y,Yes,7,2,5,2,0,1
50,Travel_Rarely,Research & Development,24,3,Life Sciences,Male,4,Manufacturing Director,Married,13973,Y,Yes,22,2,12,11,1,5
38,Travel_Frequently,Research & Development,10,1,Medical,Male,1,Research Scientist,Married,2684,Y,No,3,0,2,1,0,2
46,Travel_Rarely,Research & Development,7,2,Medical,Male,3,Manufacturing Director,Divorced,10845,Y,No,13,3,8,7,0,7
24,Travel_Rarely,Research & Development,17,1,Medical,Female,2,Manufacturing Director,Divorced,4377,Y,No,5,6,4,2,3,2
35,Travel_Rarely,Research & Development,14,4,Other,Male,1,Laboratory Technician,Divorced,3743,Y,Yes,5,2,4,2,0,2
31,Travel_Frequently,Research & Development,1,1,Life Sciences,Female,2,Manufacturing Director,Married,4148,Y,No,4,1,4,3,0,3
18,Non-Travel,Research & Development,5,2,Life Sciences,Male,1,Research Scientist,Single,1051,Y,No,0,2,0,0,0,0
54,Travel_Rarely,Research & Development,17,3,Technical Degree,Female,3,Manufacturing Director,Married,10739,Y,No,22,2,10,7,0,8
35,Travel_Rarely,Research & Development,25,4,Medical,Female,3,Healthcare Representative,Divorced,10388,Y,Yes,16,3,16,10,10,1
30,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,3,Research Director,Married,11416,Y,Yes,9,4,8,7,1,7
20,Travel_Rarely,Research & Development,11,3,Medical,Female,1,Research Scientist,Single,2600,Y,Yes,1,2,1,0,0,0
30,Travel_Frequently,Research & Development,5,3,Medical,Female,1,Laboratory Technician,Single,2422,Y,No,4,3,3,2,1,2
26,Travel_Rarely,Research & Development,2,2,Medical,Male,2,Manufacturing Director,Married,5472,Y,No,8,2,8,7,1,3
22,Travel_Rarely,Research & Development,8,1,Life Sciences,Male,1,Laboratory Technician,Married,2451,Y,No,4,3,4,3,1,1
48,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,2,Healthcare Representative,Single,4240,Y,No,19,0,2,2,2,2
48,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,3,Healthcare Representative,Single,10999,Y,No,27,3,15,11,4,8
41,Travel_Rarely,Research & Development,7,2,Medical,Female,2,Manufacturing Director,Single,5003,Y,No,8,6,2,2,2,1
39,Travel_Rarely,Research & Development,1,1,Life Sciences,Female,4,Manufacturing Director,Married,12742,Y,No,21,3,21,6,11,8
27,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,2,Manufacturing Director,Married,4227,Y,No,4,2,3,2,2,2
35,Travel_Rarely,Research & Development,10,3,Other,Male,1,Laboratory Technician,Divorced,3917,Y,No,3,4,3,2,1,2
42,Travel_Rarely,Sales,5,2,Marketing,Male,5,Manager,Married,18303,Y,No,21,3,1,0,0,0
50,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,1,Laboratory Technician,Married,2380,Y,No,8,5,1,0,0,0
59,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,4,Manufacturing Director,Single,13726,Y,Yes,30,4,5,3,4,3
37,Travel_Rarely,Research & Development,11,2,Medical,Female,2,Healthcare Representative,Married,4777,Y,No,15,2,1,0,0,0
55,Travel_Frequently,Research & Development,18,4,Medical,Male,2,Healthcare Representative,Married,6385,Y,Yes,17,3,8,7,6,7
41,Non-Travel,Research & Development,7,1,Life Sciences,Female,5,Research Director,Divorced,19973,Y,No,21,3,21,16,5,10
38,Travel_Rarely,Sales,3,4,Life Sciences,Male,2,Sales Executive,Single,6861,Y,Yes,19,1,1,0,0,0
26,Non-Travel,Sales,29,2,Medical,Male,2,Sales Executive,Single,4969,Y,No,7,6,2,2,2,2
52,Travel_Rarely,Sales,2,1,Marketing,Female,5,Manager,Married,19845,Y,No,33,3,32,14,6,9
44,Travel_Rarely,Sales,28,3,Medical,Female,4,Sales Executive,Married,13320,Y,Yes,23,2,12,11,11,11
50,Non-Travel,Sales,1,3,Life Sciences,Female,2,Sales Executive,Married,6347,Y,No,19,3,18,7,0,13
36,Travel_Rarely,Research & Development,16,4,Life Sciences,Female,1,Laboratory Technician,Single,2743,Y,No,18,1,17,13,15,14
39,Travel_Frequently,Research & Development,22,3,Medical,Female,3,Manufacturing Director,Single,10880,Y,Yes,21,2,21,6,2,8
33,Non-Travel,Sales,8,1,Life Sciences,Female,1,Sales Representative,Single,2342,Y,No,3,2,2,2,2,2
45,Travel_Rarely,Sales,11,2,Life Sciences,Female,4,Manager,Married,17650,Y,No,26,4,9,3,1,1
32,Non-Travel,Research & Development,29,4,Medical,Female,1,Laboratory Technician,Single,4025,Y,No,10,2,8,7,7,7
34,Travel_Rarely,Sales,1,4,Marketing,Male,2,Sales Executive,Divorced,9725,Y,No,16,2,15,1,0,9
59,Travel_Rarely,Sales,1,2,Technical Degree,Male,3,Manager,Married,11904,Y,Yes,14,1,6,4,0,4
45,Travel_Rarely,Human Resources,24,4,Medical,Male,1,Human Resources,Single,2177,Y,No,6,3,6,3,0,4
53,Travel_Frequently,Sales,2,3,Marketing,Female,3,Sales Executive,Married,7525,Y,No,30,2,15,7,6,12
36,Travel_Rarely,Research & Development,15,3,Other,Male,2,Laboratory Technician,Divorced,4834,Y,No,9,3,1,0,0,0
26,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,1,Research Scientist,Married,2042,Y,Yes,6,2,3,2,1,2
34,Travel_Rarely,Sales,10,4,Life Sciences,Female,1,Sales Representative,Married,2220,Y,Yes,1,2,1,1,0,0
28,Travel_Rarely,Sales,10,1,Medical,Male,1,Sales Representative,Married,1052,Y,No,1,5,1,0,0,0
38,Travel_Frequently,Research & Development,3,4,Other,Male,1,Research Scientist,Married,2821,Y,No,8,2,2,2,2,2
50,Travel_Rarely,Research & Development,2,4,Medical,Male,5,Research Director,Married,19237,Y,Yes,29,2,8,1,7,7
37,Travel_Rarely,Research & Development,3,3,Other,Female,2,Healthcare Representative,Single,4107,Y,No,8,3,4,3,0,1
40,Travel_Rarely,Sales,26,3,Marketing,Male,2,Sales Executive,Married,8396,Y,No,8,3,7,7,7,5
26,Travel_Frequently,Research & Development,1,1,Medical,Female,1,Research Scientist,Divorced,2007,Y,No,5,5,5,3,1,3
46,Travel_Rarely,Research & Development,1,4,Medical,Male,5,Research Director,Divorced,19627,Y,No,23,0,2,2,2,2
54,Travel_Rarely,Sales,2,4,Life Sciences,Female,3,Sales Executive,Married,10686,Y,No,13,4,9,4,7,0
56,Travel_Frequently,Research & Development,9,3,Medical,Female,1,Research Scientist,Married,2942,Y,No,18,4,5,4,0,3
36,Travel_Rarely,Research & Development,12,5,Medical,Female,3,Manufacturing Director,Single,8858,Y,No,15,2,14,8,7,8
55,Non-Travel,Research & Development,2,1,Medical,Male,4,Manager,Single,16756,Y,No,31,3,9,7,6,2
43,Travel_Rarely,Sales,25,3,Medical,Male,3,Sales Executive,Divorced,10798,Y,No,18,5,1,0,0,0
20,Travel_Frequently,Sales,9,3,Marketing,Female,1,Sales Representative,Single,2323,Y,Yes,2,3,2,2,0,2
21,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,1,Laboratory Technician,Single,1416,Y,No,1,6,1,0,1,0
46,Travel_Rarely,Research & Development,8,4,Life Sciences,Female,2,Research Scientist,Divorced,4615,Y,Yes,19,2,16,13,1,7
51,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,1,Research Scientist,Married,2461,Y,Yes,18,2,10,0,2,7
28,Non-Travel,Research & Development,24,2,Technical Degree,Male,3,Healthcare Representative,Single,8722,Y,No,10,2,10,7,1,9
26,Travel_Rarely,Research & Development,1,2,Medical,Male,1,Laboratory Technician,Married,3955,Y,No,6,2,5,3,1,3
30,Travel_Rarely,Research & Development,20,3,Other,Male,2,Manufacturing Director,Married,9957,Y,No,7,1,6,2,0,2
41,Travel_Rarely,Research & Development,7,2,Technical Degree,Female,1,Research Scientist,Married,3376,Y,No,10,3,10,6,0,8
38,Travel_Rarely,Research & Development,17,1,Life Sciences,Female,3,Healthcare Representative,Married,8823,Y,No,20,4,19,9,1,9
40,Travel_Rarely,Research & Development,20,4,Technical Degree,Male,3,Healthcare Representative,Married,10322,Y,No,14,6,11,10,11,1
27,Non-Travel,Research & Development,8,5,Life Sciences,Male,1,Laboratory Technician,Married,4621,Y,No,3,4,3,2,1,2
55,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,3,Manufacturing Director,Married,10976,Y,No,23,4,3,2,1,2
28,Travel_Rarely,Research & Development,10,3,Other,Female,2,Research Scientist,Single,3660,Y,No,10,4,8,7,1,7
44,Travel_Rarely,Human Resources,1,2,Medical,Male,3,Human Resources,Married,10482,Y,No,24,1,20,6,3,6
33,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,3,Healthcare Representative,Divorced,7119,Y,No,9,2,3,2,1,2
35,Travel_Rarely,Sales,4,3,Technical Degree,Male,3,Sales Executive,Single,9582,Y,Yes,9,2,8,7,4,7
33,Travel_Frequently,Research & Development,29,4,Medical,Female,2,Research Scientist,Single,4508,Y,No,14,4,13,7,3,8
28,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,1,Laboratory Technician,Divorced,2207,Y,No,4,5,4,2,2,2
34,Travel_Frequently,Research & Development,3,1,Life Sciences,Male,2,Healthcare Representative,Single,7756,Y,No,7,1,6,2,0,4
37,Travel_Rarely,Sales,10,4,Life Sciences,Female,2,Sales Executive,Divorced,6694,Y,Yes,8,5,1,0,0,0
25,Travel_Rarely,Research & Development,4,1,Technical Degree,Male,1,Laboratory Technician,Married,3691,Y,Yes,7,3,7,7,5,6
26,Travel_Rarely,Research & Development,21,3,Medical,Male,1,Laboratory Technician,Divorced,2377,Y,No,1,0,1,1,0,0
33,Travel_Rarely,Research & Development,25,3,Medical,Male,1,Research Scientist,Single,2313,Y,Yes,5,0,2,2,2,2
42,Travel_Rarely,Research & Development,2,2,Medical,Male,4,Manager,Married,17665,Y,No,23,3,22,6,13,7
28,Travel_Frequently,Research & Development,1,3,Medical,Male,1,Laboratory Technician,Divorced,2596,Y,No,1,2,1,0,0,0
50,Travel_Frequently,Sales,1,4,Other,Male,2,Sales Executive,Single,4728,Y,Yes,5,4,0,0,0,0
33,Travel_Frequently,Sales,7,3,Life Sciences,Female,2,Sales Executive,Married,4302,Y,No,4,3,3,2,0,2
34,Non-Travel,Research & Development,3,4,Life Sciences,Male,1,Research Scientist,Married,2979,Y,No,6,2,0,0,0,0
48,Non-Travel,Research & Development,1,4,Medical,Male,4,Manager,Single,16885,Y,No,27,3,5,4,2,1
45,Non-Travel,Sales,9,4,Life Sciences,Female,2,Sales Executive,Married,5593,Y,No,15,2,15,10,4,12
52,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,3,Healthcare Representative,Single,10445,Y,No,18,4,8,6,4,0
38,Travel_Rarely,Sales,10,4,Marketing,Male,3,Sales Executive,Divorced,8740,Y,Yes,9,2,8,7,2,7
29,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,1,Research Scientist,Divorced,2514,Y,No,11,1,7,5,1,7
28,Travel_Rarely,Research & Development,3,3,Medical,Female,3,Manufacturing Director,Divorced,7655,Y,No,10,3,9,7,1,7
46,Travel_Rarely,Sales,3,1,Marketing,Male,4,Manager,Married,17465,Y,No,23,3,12,9,4,9
38,Travel_Rarely,Sales,2,2,Marketing,Male,3,Sales Executive,Single,7351,Y,No,10,2,1,0,0,0
43,Travel_Frequently,Research & Development,27,3,Life Sciences,Female,3,Manufacturing Director,Married,10820,Y,No,18,1,8,7,0,1
39,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,4,Healthcare Representative,Divorced,12169,Y,No,21,4,18,7,11,5
40,Travel_Rarely,Research & Development,14,3,Medical,Male,5,Research Director,Single,19626,Y,No,21,2,20,7,4,9
21,Travel_Rarely,Research & Development,1,1,Technical Degree,Female,1,Research Scientist,Single,2070,Y,Yes,2,6,2,2,2,2
39,Non-Travel,Research & Development,9,3,Life Sciences,Male,2,Laboratory Technician,Single,6782,Y,No,9,2,5,4,0,3
36,Non-Travel,Research & Development,18,4,Life Sciences,Male,2,Manufacturing Director,Single,7779,Y,No,18,0,11,9,0,9
31,Travel_Frequently,Sales,20,3,Life Sciences,Male,1,Sales Representative,Married,2791,Y,No,3,4,2,2,2,2
28,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,1,Research Scientist,Married,3201,Y,No,6,2,5,3,0,4
35,Travel_Frequently,Sales,11,2,Marketing,Male,2,Sales Executive,Divorced,4968,Y,No,5,3,5,2,0,2
49,Travel_Rarely,Sales,8,4,Technical Degree,Male,4,Sales Executive,Married,13120,Y,No,22,3,9,8,2,3
34,Travel_Frequently,Research & Development,2,2,Life Sciences,Male,2,Manufacturing Director,Single,4033,Y,No,5,3,3,2,0,2
29,Travel_Frequently,Research & Development,10,3,Life Sciences,Female,1,Research Scientist,Divorced,3291,Y,No,8,2,7,5,1,1
42,Travel_Rarely,Research & Development,29,3,Medical,Male,2,Laboratory Technician,Single,4272,Y,No,16,3,1,0,0,0
29,Travel_Rarely,Research & Development,8,1,Medical,Male,2,Manufacturing Director,Married,5056,Y,Yes,10,2,10,7,1,2
38,Travel_Rarely,Human Resources,1,3,Human Resources,Male,1,Human Resources,Married,2844,Y,No,7,2,7,6,5,0
28,Travel_Frequently,Research & Development,6,3,Life Sciences,Male,1,Research Scientist,Divorced,2703,Y,Yes,3,2,3,1,0,2
18,Non-Travel,Research & Development,8,1,Medical,Male,1,Laboratory Technician,Single,1904,Y,No,0,0,0,0,0,0
33,Travel_Rarely,Sales,9,4,Marketing,Female,2,Sales Executive,Single,8224,Y,Yes,6,3,5,2,0,3
41,Travel_Rarely,Research & Development,12,4,Life Sciences,Male,1,Laboratory Technician,Married,4766,Y,Yes,6,4,1,0,0,0
31,Travel_Frequently,Research & Development,15,3,Medical,Male,1,Laboratory Technician,Married,2610,Y,No,2,5,2,2,2,2
37,Travel_Rarely,Research & Development,25,2,Medical,Female,2,Healthcare Representative,Divorced,5731,Y,No,9,2,6,2,1,3
27,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Research Scientist,Married,2539,Y,No,4,0,4,2,2,2
34,Travel_Rarely,Sales,9,1,Life Sciences,Female,2,Sales Executive,Married,5714,Y,No,6,3,6,5,1,3
35,Travel_Rarely,Human Resources,8,4,Technical Degree,Male,1,Human Resources,Single,4323,Y,No,6,2,5,4,1,4
29,Travel_Rarely,Sales,23,1,Life Sciences,Female,3,Sales Executive,Married,7336,Y,No,11,3,11,8,3,10
40,Travel_Frequently,Research & Development,9,4,Medical,Female,3,Research Director,Single,13499,Y,No,20,3,18,7,2,13
42,Travel_Frequently,Sales,12,3,Life Sciences,Male,4,Sales Executive,Single,13758,Y,Yes,22,2,21,9,13,14
42,Travel_Rarely,Sales,4,4,Marketing,Male,2,Sales Executive,Single,5155,Y,No,9,3,6,4,1,5
35,Travel_Rarely,Research & Development,1,4,Medical,Male,1,Laboratory Technician,Married,2258,Y,No,10,2,8,0,1,7
24,Travel_Rarely,Research & Development,24,3,Medical,Male,1,Laboratory Technician,Single,3597,Y,No,6,2,4,3,1,2
28,Travel_Rarely,Research & Development,12,1,Life Sciences,Female,1,Laboratory Technician,Married,2515,Y,Yes,1,4,1,1,0,0
26,Travel_Rarely,Research & Development,3,4,Medical,Male,1,Laboratory Technician,Married,4420,Y,No,8,2,8,7,0,7
30,Travel_Rarely,Sales,10,3,Marketing,Male,2,Sales Executive,Married,6578,Y,No,10,3,10,3,1,4
40,Travel_Frequently,Research & Development,26,2,Medical,Female,2,Research Scientist,Married,4422,Y,Yes,16,3,1,1,0,0
35,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,Manufacturing Director,Divorced,10274,Y,No,15,2,7,7,6,4
34,Travel_Frequently,Research & Development,1,3,Medical,Male,2,Healthcare Representative,Single,5343,Y,No,14,3,13,9,4,9
35,Travel_Frequently,Research & Development,4,4,Other,Male,1,Laboratory Technician,Married,2376,Y,No,2,2,2,2,2,2
43,Travel_Rarely,Sales,9,3,Marketing,Female,2,Sales Executive,Single,5346,Y,No,7,2,4,3,1,3
32,Non-Travel,Sales,2,1,Life Sciences,Female,1,Sales Representative,Divorced,2827,Y,No,1,3,1,0,0,0
56,Travel_Rarely,Research & Development,4,4,Technical Degree,Female,5,Manager,Divorced,19943,Y,No,28,2,5,2,4,2
29,Travel_Rarely,Research & Development,6,1,Medical,Female,1,Laboratory Technician,Married,3131,Y,No,10,5,10,8,0,8
19,Travel_Rarely,Research & Development,9,2,Life Sciences,Male,1,Research Scientist,Single,2552,Y,No,1,4,1,1,0,0
45,Travel_Rarely,Research & Development,7,3,Medical,Female,1,Research Scientist,Married,4477,Y,Yes,7,2,3,2,0,2
37,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,2,Manufacturing Director,Married,6474,Y,No,14,2,14,8,3,11
20,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,1,Laboratory Technician,Single,3033,Y,No,2,2,2,2,1,2
44,Travel_Rarely,Research & Development,10,4,Life Sciences,Male,1,Research Scientist,Single,2936,Y,Yes,6,4,6,4,0,2
53,Travel_Rarely,Research & Development,7,2,Medical,Female,5,Manager,Divorced,18606,Y,No,26,6,7,7,4,7
29,Travel_Rarely,Research & Development,15,1,Life Sciences,Female,1,Research Scientist,Married,2168,Y,Yes,6,2,5,4,1,3
22,Travel_Frequently,Research & Development,3,4,Life Sciences,Male,1,Research Scientist,Married,2853,Y,Yes,1,5,0,0,0,0
46,Travel_Rarely,Sales,2,3,Marketing,Female,4,Manager,Married,17048,Y,No,28,2,26,15,15,9
44,Non-Travel,Research & Development,17,3,Life Sciences,Male,1,Research Scientist,Single,2290,Y,No,6,3,0,0,0,0
33,Travel_Rarely,Human Resources,2,3,Human Resources,Male,1,Human Resources,Married,3600,Y,No,5,2,5,4,1,4
41,Non-Travel,Research & Development,5,2,Life Sciences,Male,1,Research Scientist,Divorced,2107,Y,No,5,2,1,0,0,0
30,Travel_Rarely,Sales,29,4,Life Sciences,Male,2,Sales Executive,Divorced,4115,Y,No,8,3,4,3,0,3
40,Travel_Frequently,Sales,2,4,Medical,Male,2,Sales Executive,Married,4327,Y,No,5,2,0,0,0,0
50,Travel_Frequently,Research & Development,2,3,Medical,Female,4,Manager,Married,17856,Y,No,32,3,2,2,2,2
28,Travel_Rarely,Research & Development,19,4,Medical,Male,1,Laboratory Technician,Married,3196,Y,No,6,2,6,5,3,3
46,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,5,Research Director,Married,19081,Y,No,25,2,4,2,0,3
35,Travel_Rarely,Sales,17,4,Life Sciences,Male,2,Sales Executive,Married,8966,Y,Yes,15,2,7,7,1,7
24,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,1,Laboratory Technician,Married,2210,Y,No,1,3,1,0,0,0
33,Travel_Frequently,Sales,25,3,Medical,Female,2,Sales Executive,Married,4539,Y,No,10,3,10,7,0,1
36,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,1,Laboratory Technician,Divorced,2741,Y,No,7,4,7,7,1,7
30,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,2,Laboratory Technician,Divorced,3491,Y,No,10,4,10,7,8,9
44,Travel_Rarely,Research & Development,29,4,Other,Male,2,Research Scientist,Single,4541,Y,No,20,3,20,11,13,17
20,Travel_Rarely,Sales,21,3,Marketing,Male,1,Sales Representative,Single,2678,Y,No,2,2,2,1,2,2
46,Travel_Rarely,Research & Development,2,4,Technical Degree,Male,2,Manufacturing Director,Divorced,7379,Y,No,12,3,6,3,1,4
42,Non-Travel,Human Resources,2,5,Medical,Male,2,Human Resources,Married,6272,Y,No,10,3,4,3,0,3
60,Travel_Rarely,Sales,7,4,Marketing,Male,2,Sales Executive,Divorced,5220,Y,Yes,12,3,11,7,1,9
32,Travel_Frequently,Research & Development,13,3,Other,Female,1,Laboratory Technician,Married,2743,Y,No,2,2,2,2,2,2
32,Travel_Frequently,Research & Development,2,2,Life Sciences,Female,2,Research Scientist,Single,4998,Y,Yes,10,2,8,7,0,7
36,Travel_Rarely,Research & Development,1,3,Technical Degree,Female,3,Manufacturing Director,Divorced,10252,Y,Yes,17,2,7,7,7,7
33,Travel_Rarely,Research & Development,9,3,Medical,Male,1,Research Scientist,Married,2781,Y,No,15,5,14,10,4,10
40,Travel_Rarely,Sales,10,3,Technical Degree,Female,2,Sales Executive,Divorced,6852,Y,No,7,2,5,1,1,3
25,Travel_Rarely,Sales,10,4,Life Sciences,Male,2,Sales Executive,Single,4950,Y,No,5,4,4,3,1,1
30,Travel_Rarely,Research & Development,1,3,Medical,Male,1,Research Scientist,Married,3579,Y,Yes,12,2,11,9,5,7
42,Travel_Frequently,Research & Development,26,5,Medical,Female,3,Research Director,Married,13191,Y,Yes,20,6,1,0,0,0
