id,store_name,store_email,department,income,date_measured,country
903,"Key Energy Services, Inc.",atreacyp2@tripadvisor.com,Books,$51804656.37,4 October 1989,United States 
904,Axar Acquisition Corp.,dazemap3@acquirethisname.com,Shoes,$28517380.03,26 December 2005,United States/
905,Invesco California Value Municipal Income Trust,sbelfordp4@edublogs.org,Tools,$56984391.11,4 June 1997,South Africa 
906,"Wesco Aircraft Holdings, Inc.",,Automotive,$38251338.31,27 May 2010,United States
907,Noble Energy Inc.,,Health,$26292623.93,11 June 2006, United Kingdom
908,Western Asset Mortgage Capital Corporation,yfredip7@ycombinator.com,Tools,$42586190.10,24 November 1961,United States of America.
909,Alphabet Inc.,gcoveyp8@cyberchimps.com,Toys,$24938992.30,2 November 2009,south africa
910,Hecla Mining Company,mtheodorisp9@upenn.edu,Clothing,$12029179.81,25 April 2002,UK.
911,Ares Management L.P.,,Tools,$53572781.98,4 August 2006,united states
912,"Amphastar Pharmaceuticals, Inc.",,Clothing,$57608397.74,23 October 2005,United States/
913,"Colony NorthStar, Inc.",rgosforthpc@infoseek.co.jp,Automotive,$60378509.39,7 June 2006,South Africa 
914,Nokia Corporation,philandpd@wufoo.com,Baby,$55949788.90,8 January 1993,United Kingdom/
915,Aramark,,Clothing,$62236669.52,18 August 2013,United States of America 
916,"Revlon, Inc.",,Movies,$52326577.20,7 August 2005,South Africa/
917,Grupo Financiero Santander Mexico S.A. B. de C.V.,,Games,$88403182.55,7 November 1993,United States of America.
918,L.S. Starrett Company (The),,Jewelry,$67316538.63,2 October 2005,United Kingdom.
919,Universal Technical Institute Inc,lmacscheriepi@about.com,Beauty,$96889582.31,10 March 1991,United Kingdom 
920,"Dorchester Minerals, L.P.",,Home,$20255731.46,11 July 1994, United States
921,"China Lodging Group, Limited",,Sports,$70778854.36,1 May 2009,South Africa
922,Chesapeake Energy Corporation,,Kids,$78314662.05,4 July 2009,UK.
923,First Trust Rising Dividend Achievers ETF,adinckepm@vistaprint.com,Garden,$38848600.00,14 November 2011,united kingdom
924,"Endurance International Group Holdings, Inc.",,Shoes,$75414900.91,26 January 2001, South Africa
925,KB Financial Group Inc,,Kids,$97943564.09,11 January 2000,united states
926,SVB Financial Group,,Automotive,$79276228.33,13 November 1988,south africa
927,Penn West Petroleum Ltd,kdickenpq@networkadvertising.org,Health,$36421278.80,20 December 2010,United States
928,PAR Technology Corporation,bcrewdsonpr@ameblo.jp,Garden,$97576318.53,18 August 2007,United States/
929,BioAmber Inc.,kughettips@blogs.com,Outdoors,$18644416.54,12 July 2011,south africa
930,INVESCO MORTGAGE CAPITAL INC,,Sports,$18507424.22,18 March 1985,United States of America/
931,"Genesis Healthcare, Inc.",imarrowspu@senate.gov,Automotive,$71879754.85,23 October 2008,South Africa 
932,Euronav NV,bfaillpv@mac.com,Books,$40478280.83,17 March 2006,UK
933,Hillenbrand Inc,,Computers,$5268921.08,13 May 1995, United States
934,Royal Bank Of Canada,oribeiropx@examiner.com,Outdoors,$72547027.00,9 December 1989, UK
935,"TriNet Group, Inc.",fkalaherpy@51.la,Grocery,$6318945.83,21 November 1999,South Africa
936,"China Ceramics Co., Ltd.",rbarfittpz@altervista.org,Movies,$4803166.00,10 December 1995,UNITED STATES OF AMERICA
937,DISH Network Corporation,,Books,$2248202.22,16 July 1994, United States
938,"Asta Funding, Inc.",jdrydaleq1@ifeng.com,Clothing,$28738247.73,11 September 2001,united states of america
939,"Four Corners Property Trust, Inc.",,Baby,$75133751.69,23 December 2007,United Kingdom.
940,Constellium N.V.,,Books,$5784812.45,17 June 2001,United States of America/
941,Western Asset Corporate Loan Fund Inc,gsimoneschiq4@altervista.org,Jewelry,$59720516.56,6 September 1989,United States 
942,Unisys Corporation,,Clothing,$92831512.55,15 January 1989,uk
943,Adaptimmune Therapeutics plc,,Games,$24997117.64,22 March 1994,UK.
944,AC Immune SA,pcrostonq7@nydailynews.com,Electronics,$18353129.33,15 November 2008,South Africa.
945,Insulet Corporation,dbatemanq8@hao123.com,Health,$91245535.42,16 January 1996, UK
946,First Trust NASDAQ Cybersecurity ETF,gmcmeekanq9@1688.com,Movies,$31234980.51,6 November 1992,United States 
947,The Gabelli Healthcare & Wellness Trust,,Kids,$84916025.73,21 April 2006,UK 
948,"Blackbaud, Inc.",,Garden,$87768385.58,8 April 2012,South Africa.
949,Immuron Limited,rfilyakovqc@google.co.jp,Home,$46266654.63,15 December 1998,UK/
950,M&T Bank Corporation,,Health,$62088139.09,19 July 1997,united states of america
951,Axalta Coating Systems Ltd.,,Industrial,$34307127.67,2 February 1997,United States of America.
952,MGM Growth Properties LLC,,Automotive,$511910.48,2 April 2005,UK
953,Diana Shipping inc.,,Beauty,$33214994.31,9 April 1992, South Africa
954,"Monarch Casino & Resort, Inc.",,Computers,$19720283.75,6 January 1997,UK
955,"Just Energy Group, Inc.",hchaplainqi@live.com,Jewelry,$33829146.25,26 April 2002, UK
956,Enerplus Corporation,kdaffeyqj@wisc.edu,Kids,$46442967.53,15 June 1985, UK
957,Cross Timbers Royalty Trust,,Health,$82730395.57,27 March 2013,south africa
958,"Triumph Bancorp, Inc.",ndineenql@altervista.org,Kids,$30435107.97,12 December 1995,United Kingdom/
959,Public Storage,dmiguelqm@ftc.gov,Tools,$43107142.95,13 November 2000,south africa
960,Medley Capital Corporation,agautreyqn@independent.co.uk,Industrial,$5866408.64,9 August 1995, South Africa
961,Itau Unibanco Banco Holding SA,,Industrial,$37805142.58,18 August 2008,United States of America
962,"Computer Task Group, Incorporated",,,$810455.00,1 April 2004,United States of America/
963,Vanguard Russell 3000 ETF,,Home,$71626580.47,17 June 1997,UNITED STATES OF AMERICA
964,Entravision Communications Corporation,ltookeqr@about.com,Sports,$20491447.35,24 January 1996,United States of America 
965,Euroseas Ltd.,,Grocery,$18410035.31,21 October 1986,UNITED STATES OF AMERICA
966,V.F. Corporation,dbeverqt@boston.com,Garden,$94589469.71,17 December 2012,United States/
967,"Monster Digital, Inc.",kwalfordqu@paginegialle.it,Kids,$38214822.97,17 January 1993,UNITED KINGDOM
968,Sequans Communications S.A.,,Clothing,$66342182.74,10 May 1992,United States of America 
969,Seaspan Corporation,,Movies,$61399292.21,25 November 1993,UK
970,"MMA Capital Management, LLC",melfeqx@accuweather.com,Movies,$57032169.88,15 April 2010,UK
971,"The Hackett Group, Inc.",gsellickqy@cocolog-nifty.com,Shoes,$22834254.24,27 February 2003,United Kingdom 
972,"Donaldson Company, Inc.",tarnholtzqz@bizjournals.com,Industrial,$50251927.87,25 August 2003,South Africa.
973,Trimble Inc.,,Beauty,$20782867.80,8 March 2008,United States/
974,Griffon Corporation,,Music,$58685748.45,7 February 1994,south africa
975,Seaspan Corporation,,Tools,$50810681.98,16 January 2002, United Kingdom
976,Virtus Global Multi-Sector Income Fund,ebrunir3@gizmodo.com,Automotive,$14984168.34,23 January 2003,United Kingdom/
977,SL Green Realty Corporation,efairbracer4@linkedin.com,Kids,$5502901.46,18 January 1991,united states of america
978,"TJX Companies, Inc. (The)",,Movies,$99948228.44,27 February 2000,South Africa.
979,iStar Financial Inc.,,Beauty,$59749857.85,27 November 2012, United Kingdom
980,Yamana Gold Inc.,,Books,$76839730.60,13 August 1993, United Kingdom
981,Enbridge Energy Management LLC,,Tools,$35505179.38,5 January 1998,south africa
982,"American International Group, Inc.",,Outdoors,$64794322.43,11 September 2009,South Africa/
983,"Axon Enterprise, Inc.",,Jewelry,$73882233.87,20 August 1993,UK/
984,"Medical Properties Trust, Inc.",,Home,$54576288.61,16 August 2007,South Africa/
985,"support.com, Inc.",,Computers,$90719040.97,4 September 2006,UNITED STATES
986,"Mota Group, Inc.",,Baby,$81671749.32,8 October 1996,United States 
987,"Shake Shack, Inc.",,Kids,$60853987.50,20 July 1992,United States of America.
988,"Ares Dynamic Credit Allocation Fund, Inc.",fbrocklebankrf@sitemeter.com,Health,$34762898.80,11 November 1989,UK 
989,Univest Corporation of Pennsylvania,,Clothing,$65563062.59,27 May 1999,UK
990,Madison Covered Call & Equity Strategy Fund,nbaikerh@list-manage.com,Electronics,$85704421.13,9 May 1993,united states of america
991,Central Garden & Pet Company,,Sports,$76435564.22,18 November 2012,South Africa/
992,"Atlantic Capital Bancshares, Inc.",mgribbellrj@symantec.com,Clothing,$83355366.27,11 March 2001, United States of America
993,"United Natural Foods, Inc.",,Books,$71241644.37,9 April 2009,South Africa
994,Monotype Imaging Holdings Inc.,,Outdoors,$57381486.35,10 August 1999,UNITED STATES OF AMERICA
995,"James River Group Holdings, Ltd.",,Electronics,$99210254.05,7 May 2005, United States of America
996,Columbia Sportswear Company,cschooleyrn@sohu.com,Automotive,$52593924.99,3 October 2005,United States
997,WisdomTree Interest Rate Hedged High Yield Bond Fund,,Electronics,$60473676.46,27 August 1990,United Kingdom/
998,Tortoise Energy Infrastructure Corporation,cbeardshallrp@ow.ly,Health,$1697293.64,7 June 2009,United Kingdom
999,Qwest Corporation,,Beauty,$30091863.73,10 June 2011, UK
1000,SLM Corporation,,Kids,$66106336.48,4 August 2011,South Africa
